,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Decision,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
36914,2022-01-28,16000.0,16000.0,16000.0,16000.0,16000.0,100,SUPR.JK,0.0,15871.25,15553.824999999999,0,,,,False,False,,,,None
36915,2022-01-31,16000.0,16000.0,16000.0,16000.0,16000.0,200,SUPR.JK,0.0,15891.25,15573.425,0,,0.0,1.0,False,False,,,,None
36916,2022-02-02,16000.0,16000.0,16000.0,16000.0,16000.0,0,SUPR.JK,0.0,15911.25,15593.025,0,,0.0,1.0,False,False,,,,None
36917,2022-02-03,16000.0,16000.0,16000.0,16000.0,16000.0,0,SUPR.JK,0.0,15931.25,15612.625,0,,0.0,1.0,False,False,,,,None
36918,2022-02-04,16000.0,16000.0,16000.0,16000.0,16000.0,100,SUPR.JK,0.0,15951.25,15632.225,0,,0.0,1.0,False,False,,,,None
36919,2022-02-07,16000.0,16000.0,16000.0,16000.0,16000.0,100,SUPR.JK,0.0,15971.25,15651.824999999999,0,,0.0,1.0,False,False,,,,None
36920,2022-02-08,16300.0,16300.0,16300.0,16000.0,16000.0,500,SUPR.JK,0.018750000000000044,16006.25,15686.125,0,,0.0,1.0,False,False,,,,None
36921,2022-02-09,16550.0,16550.0,16625.0,16550.0,16575.0,500,SUPR.JK,0.015337423312883347,16043.75,15722.875,0,,0.0,1.0,False,False,,,,None
36922,2022-02-10,16550.0,16550.0,16600.0,16550.0,16600.0,200,SUPR.JK,0.0,16070.0,15748.6,0,,0.0,1.0,False,False,,,,None
36923,2022-02-11,19850.0,19850.0,19850.0,16800.0,16800.0,1700,SUPR.JK,0.19939577039274914,16262.5,15937.25,0,,0.0,1.0,False,False,,,,None
36924,2022-02-14,23800.0,23800.0,23800.0,20850.0,20850.0,300,SUPR.JK,0.19899244332493704,16652.5,16319.449999999999,0,,0.0,1.0,False,False,,,,None
