,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Decision,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
36021,2022-01-28,2983.346923828125,3290.0,3300.0,3200.0,3200.0,51019400,EXCL.JK,0.04113924050632911,3051.5,2990.47,0,,,,False,False,,,,None
36022,2022-01-31,3010.55078125,3320.0,3370.0,3290.0,3290.0,20971300,EXCL.JK,0.00911854103343468,3059.5,2998.31,0,,0.0,1.0,False,False,,,,None
36023,2022-02-02,3001.48291015625,3310.0,3350.0,3240.0,3320.0,16930200,EXCL.JK,-0.003012048192771122,3068.0,3006.64,0,,-0.0,1.0,False,False,,,,None
36024,2022-02-03,2965.2109375,3270.0,3340.0,3210.0,3310.0,5710100,EXCL.JK,-0.012084592145015116,3077.0,3015.46,0,,-0.0,1.0,False,False,,,,None
36025,2022-02-04,2892.667724609375,3190.0,3300.0,3180.0,3270.0,8016600,EXCL.JK,-0.024464831804281384,3088.0,3026.24,0,,-0.0,1.0,False,False,,,,None
36026,2022-02-07,2820.124267578125,3110.0,3270.0,3110.0,3190.0,9868800,EXCL.JK,-0.025078369905956133,3092.5,3030.65,0,,-0.0,1.0,False,False,,,,None
36027,2022-02-08,2783.8525390625,3070.0,3150.0,3060.0,3100.0,13228900,EXCL.JK,-0.012861736334405127,3096.0,3034.08,0,,-0.0,1.0,False,False,,,,None
36028,2022-02-09,2783.8525390625,3070.0,3100.0,3050.0,3090.0,11534500,EXCL.JK,0.0,3103.0,3040.94,0,,0.0,1.0,False,False,,,,None
36029,2022-02-10,2801.98828125,3090.0,3140.0,3050.0,3070.0,12514900,EXCL.JK,0.006514657980456029,3110.0,3047.7999999999997,0,,0.0,1.0,False,False,,,,None
36030,2022-02-11,2792.92041015625,3080.0,3110.0,3050.0,3090.0,5340100,EXCL.JK,-0.003236245954692518,3113.0,3050.74,0,,-0.0,1.0,False,False,,,,None
36031,2022-02-14,2702.241455078125,2980.0,3070.0,2960.0,3070.0,14164900,EXCL.JK,-0.03246753246753242,3107.5,3045.35,1,Buy,-0.0,1.0,True,False,-0.03355704697986572,2022-02-21,2880.0,Loss
36032,2022-02-15,2702.241455078125,2980.0,3030.0,2970.0,2980.0,6084200,EXCL.JK,0.0,3104.0,3041.92,1,Buy,0.0,1.0,False,False,,,,None
36033,2022-02-16,2702.241455078125,2980.0,3010.0,2950.0,2990.0,9880500,EXCL.JK,0.0,3103.5,3041.43,1,Buy,0.0,1.0,False,False,,,,None
36034,2022-02-17,2647.833740234375,2920.0,2970.0,2910.0,2960.0,11488200,EXCL.JK,-0.020134228187919434,3097.0,3035.06,1,Buy,-0.020134228187919434,0.9798657718120806,False,False,,,,None
36035,2022-02-18,2675.037353515625,2950.0,2980.0,2920.0,2920.0,8214100,EXCL.JK,0.010273972602739656,3091.5,3029.67,1,Buy,0.010273972602739656,0.9899328859060402,False,False,,,,None
36036,2022-02-21,2611.56201171875,2880.0,2980.0,2880.0,2950.0,22300400,EXCL.JK,-0.023728813559321993,3083.0,3021.34,0,Stop Loss,-0.023728813559321993,0.9664429530201343,False,True,,,,None
36037,2022-02-22,2593.42626953125,2860.0,2950.0,2840.0,2890.0,25197800,EXCL.JK,-0.00694444444444442,3076.5,3014.97,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36038,2022-02-23,2611.56201171875,2880.0,2920.0,2860.0,2870.0,29196400,EXCL.JK,0.006993006993007089,3073.5,3012.0299999999997,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36039,2022-02-24,2511.81494140625,2770.0,2920.0,2760.0,2890.0,36924000,EXCL.JK,-0.03819444444444442,3058.0,2996.84,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36040,2022-02-25,2593.42626953125,2860.0,2900.0,2780.0,2780.0,39163600,EXCL.JK,0.032490974729241895,3043.0,2982.14,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36041,2022-03-01,2611.56201171875,2880.0,2930.0,2860.0,2900.0,22596900,EXCL.JK,0.006993006993007089,3022.5,2962.0499999999997,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36042,2022-03-02,2511.81494140625,2770.0,2890.0,2770.0,2870.0,26674200,EXCL.JK,-0.03819444444444442,2995.0,2935.1,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36043,2022-03-04,2484.611083984375,2740.0,2820.0,2710.0,2770.0,14606900,EXCL.JK,-0.010830324909747335,2966.5,2907.17,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36044,2022-03-07,2393.93212890625,2640.0,2740.0,2600.0,2740.0,41669900,EXCL.JK,-0.03649635036496346,2935.0,2876.2999999999997,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36045,2022-03-08,2348.592041015625,2590.0,2730.0,2530.0,2640.0,36394400,EXCL.JK,-0.018939393939393923,2905.0,2846.9,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36046,2022-03-09,2412.067626953125,2660.0,2670.0,2550.0,2590.0,25089400,EXCL.JK,0.027027027027026973,2882.5,2824.85,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36047,2022-03-10,2430.20361328125,2680.0,2700.0,2610.0,2700.0,18200200,EXCL.JK,0.007518796992481258,2863.0,2805.74,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36048,2022-03-11,2529.95068359375,2790.0,2800.0,2660.0,2680.0,27237700,EXCL.JK,0.04104477611940305,2849.0,2792.02,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36049,2022-03-14,2484.611083984375,2740.0,2800.0,2720.0,2790.0,13297000,EXCL.JK,-0.017921146953404965,2831.5,2774.87,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36050,2022-03-15,2393.93212890625,2640.0,2730.0,2630.0,2730.0,23263000,EXCL.JK,-0.03649635036496346,2809.5,2753.31,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36051,2022-03-16,2448.33935546875,2700.0,2720.0,2670.0,2670.0,18929100,EXCL.JK,0.022727272727272707,2795.5,2739.59,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36052,2022-03-17,2393.93212890625,2640.0,2740.0,2630.0,2710.0,22038500,EXCL.JK,-0.022222222222222254,2778.5,2722.93,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36053,2022-03-18,2402.999755859375,2650.0,2700.0,2640.0,2640.0,13142300,EXCL.JK,0.0037878787878788955,2762.0,2706.7599999999998,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36054,2022-03-21,2439.271484375,2690.0,2720.0,2660.0,2660.0,15822900,EXCL.JK,0.015094339622641506,2750.5,2695.49,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36055,2022-03-22,2466.475341796875,2720.0,2730.0,2690.0,2700.0,9367800,EXCL.JK,0.011152416356877248,2739.0,2684.22,0,Stop Loss,0.0,0.9664429530201343,False,False,,,,None
36056,2022-03-23,2448.33935546875,2700.0,2740.0,2670.0,2720.0,18760400,EXCL.JK,-0.007352941176470562,2730.0,2675.4,0,Stop Loss,-0.0,0.9664429530201343,False,False,,,,None
36057,2022-03-24,2502.746826171875,2760.0,2770.0,2680.0,2720.0,19910800,EXCL.JK,0.022222222222222143,2725.0,2670.5,0,Reset,0.0,0.9664429530201343,False,False,,,,None
36058,2022-03-25,2502.746826171875,2760.0,2780.0,2700.0,2770.0,28565500,EXCL.JK,0.0,2719.0,2664.62,0,Reset,0.0,0.9664429530201343,False,False,,,,None
36059,2022-03-28,2529.95068359375,2790.0,2840.0,2770.0,2770.0,28344700,EXCL.JK,0.010869565217391353,2720.0,2665.6,0,Reset,0.0,0.9664429530201343,False,False,,,,None
36060,2022-03-29,2502.746826171875,2760.0,2800.0,2750.0,2790.0,14517600,EXCL.JK,-0.010752688172043001,2715.0,2660.7,0,Reset,-0.0,0.9664429530201343,False,False,,,,None
36061,2022-03-30,2457.4072265625,2710.0,2780.0,2700.0,2760.0,11013600,EXCL.JK,-0.018115942028985477,2706.5,2652.37,0,Reset,-0.0,0.9664429530201343,False,False,,,,None
36062,2022-03-31,2402.999755859375,2650.0,2710.0,2640.0,2710.0,22069300,EXCL.JK,-0.022140221402214055,2700.5,2646.49,0,Reset,-0.0,0.9664429530201343,False,False,,,,None
36063,2022-04-01,2366.72802734375,2610.0,2650.0,2590.0,2640.0,19629400,EXCL.JK,-0.015094339622641506,2694.0,2640.12,1,Buy,-0.0,0.9664429530201343,True,False,0.04073131219625059,2022-04-13,2720.0,Win
36064,2022-04-04,2430.20361328125,2680.0,2690.0,2610.0,2610.0,16122000,EXCL.JK,0.026819923371647514,2696.0,2642.08,1,Buy,0.026819923371647514,0.992362878963203,False,False,,,,None
36065,2022-04-05,2448.33935546875,2700.0,2720.0,2680.0,2680.0,16777500,EXCL.JK,0.00746268656716409,2701.5,2647.47,1,Buy,0.00746268656716409,0.999768572089794,False,False,,,,None
36066,2022-04-06,2448.33935546875,2700.0,2760.0,2680.0,2690.0,16466700,EXCL.JK,0.0,2703.5,2649.43,1,Buy,0.0,0.999768572089794,False,False,,,,None
36067,2022-04-07,2412.067626953125,2660.0,2730.0,2660.0,2710.0,15861600,EXCL.JK,-0.014814814814814836,2702.5,2648.45,1,Buy,-0.014814814814814836,0.9849571858366118,False,False,,,,None
36068,2022-04-08,2439.271484375,2690.0,2720.0,2660.0,2670.0,15891300,EXCL.JK,0.011278195488721776,2697.5,2643.5499999999997,1,Buy,0.011278195488721776,0.9960657255264984,False,False,,,,None
36069,2022-04-11,2339.5244140625,2580.0,2690.0,2550.0,2690.0,32565300,EXCL.JK,-0.040892193308550207,2689.5,2635.71,1,Buy,-0.040892193308550207,0.9553344133302475,False,False,,,,None
36070,2022-04-12,2330.456298828125,2570.0,2610.0,2550.0,2580.0,14278200,EXCL.JK,-0.003875968992248069,2686.0,2632.2799999999997,1,Buy,-0.003875968992248069,0.9516315667669519,False,False,,,,None
36071,2022-04-13,2466.475341796875,2720.0,2780.0,2580.0,2590.0,49700000,EXCL.JK,0.05836575875486383,2687.0,2633.2599999999998,0,Sell,0.05836575875486383,1.0071742652163849,False,True,,,,None
36072,2022-04-14,2457.4072265625,2710.0,2760.0,2690.0,2750.0,21968200,EXCL.JK,-0.003676470588235281,2690.5,2636.69,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36073,2022-04-18,2665.9697265625,2940.0,2950.0,2720.0,2730.0,73450800,EXCL.JK,0.08487084870848705,2705.0,2650.9,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36074,2022-04-19,2675.037353515625,2950.0,2950.0,2870.0,2940.0,24148700,EXCL.JK,0.00340136054421758,2718.0,2663.64,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36075,2022-04-20,2883.599609375,3180.0,3280.0,2960.0,2970.0,95096000,EXCL.JK,0.07796610169491536,2741.0,2686.18,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36076,2022-04-21,2938.007080078125,3240.0,3300.0,3120.0,3180.0,50212200,EXCL.JK,0.018867924528301883,2768.0,2712.64,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36077,2022-04-22,2865.4638671875,3160.0,3230.0,3130.0,3230.0,33912400,EXCL.JK,-0.024691358024691357,2788.0,2732.24,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36078,2022-04-25,2983.346923828125,3290.0,3290.0,3160.0,3220.0,40134600,EXCL.JK,0.04113924050632911,2814.5,2758.21,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36079,2022-04-26,2901.7353515625,3200.0,3380.0,3200.0,3300.0,42770200,EXCL.JK,-0.027355623100303927,2835.0,2778.2999999999997,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36080,2022-04-27,2883.599609375,3180.0,3220.0,3130.0,3160.0,23364600,EXCL.JK,-0.006249999999999978,2856.0,2798.88,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36081,2022-04-28,2892.667724609375,3190.0,3250.0,3170.0,3220.0,21720800,EXCL.JK,0.003144654088050425,2880.0,2822.4,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36082,2022-05-09,2756.64892578125,3040.0,3150.0,2990.0,3150.0,25744500,EXCL.JK,-0.047021943573667735,2899.5,2841.5099999999998,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36083,2022-05-10,2711.30908203125,2990.0,3120.0,2980.0,3040.0,57369100,EXCL.JK,-0.016447368421052655,2918.5,2860.13,0,Sell,-0.0,1.0071742652163849,False,False,,,,None
36084,2022-05-11,2758.358154296875,2990.0,3000.0,2940.0,2980.0,20468200,EXCL.JK,0.0,2934.0,2875.32,0,Sell,0.0,1.0071742652163849,False,False,,,,None
36085,2022-05-12,2573.8525390625,2790.0,2990.0,2790.0,2990.0,21577500,EXCL.JK,-0.06688963210702337,2938.5,2879.73,1,Buy,-0.0,1.0071742652163849,True,False,-0.02887954882340893,2022-05-18,2710.0,Loss
36086,2022-05-13,2629.20458984375,2850.0,2860.0,2740.0,2830.0,29174700,EXCL.JK,0.021505376344086002,2946.0,2887.08,1,Buy,0.021505376344086002,1.0288339268339415,False,False,,,,None
36087,2022-05-17,2573.8525390625,2790.0,2870.0,2750.0,2850.0,16414900,EXCL.JK,-0.021052631578947323,2952.5,2893.45,1,Buy,-0.021052631578947323,1.0071742652163849,False,False,,,,None
36088,2022-05-18,2500.05029296875,2710.0,2820.0,2660.0,2820.0,21749900,EXCL.JK,-0.028673835125448077,2953.5,2894.43,0,Stop Loss,-0.028673835125448077,0.9782947163929759,False,True,,,,None
36089,2022-05-19,2453.924072265625,2660.0,2700.0,2620.0,2670.0,17144000,EXCL.JK,-0.01845018450184499,2957.5,2898.35,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36090,2022-05-20,2481.599853515625,2690.0,2700.0,2640.0,2660.0,15492000,EXCL.JK,0.011278195488721776,2963.5,2904.23,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36091,2022-05-23,2398.572265625,2600.0,2710.0,2580.0,2700.0,23738300,EXCL.JK,-0.03345724907063197,2957.5,2898.35,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36092,2022-05-24,2398.572265625,2600.0,2670.0,2580.0,2670.0,13737100,EXCL.JK,0.0,2952.0,2892.96,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36093,2022-05-25,2370.896484375,2570.0,2630.0,2570.0,2600.0,11908400,EXCL.JK,-0.011538461538461497,2933.5,2874.83,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36094,2022-05-27,2463.149169921875,2670.0,2700.0,2590.0,2610.0,27422300,EXCL.JK,0.03891050583657596,2919.5,2861.11,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36095,2022-05-30,2481.599853515625,2690.0,2700.0,2630.0,2700.0,13122600,EXCL.JK,0.0074906367041198685,2895.0,2837.1,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36096,2022-05-31,2435.4736328125,2640.0,2710.0,2640.0,2690.0,27409400,EXCL.JK,-0.018587360594795488,2865.0,2807.7,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36097,2022-06-02,2472.37451171875,2680.0,2710.0,2580.0,2640.0,42788300,EXCL.JK,0.015151515151515138,2841.0,2784.18,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36098,2022-06-03,2435.4736328125,2640.0,2740.0,2630.0,2690.0,23988000,EXCL.JK,-0.014925373134328401,2808.5,2752.33,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36099,2022-06-06,2370.896484375,2570.0,2630.0,2550.0,2630.0,38358200,EXCL.JK,-0.02651515151515149,2777.0,2721.46,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36100,2022-06-07,2389.346923828125,2590.0,2620.0,2560.0,2580.0,23493100,EXCL.JK,0.0077821011673151474,2747.5,2692.5499999999997,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36101,2022-06-08,2463.149169921875,2670.0,2680.0,2570.0,2600.0,38782400,EXCL.JK,0.030888030888030826,2721.5,2667.07,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36102,2022-06-09,2398.572265625,2600.0,2670.0,2600.0,2670.0,26752200,EXCL.JK,-0.02621722846441943,2699.5,2645.5099999999998,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36103,2022-06-10,2361.67138671875,2560.0,2600.0,2550.0,2560.0,27034000,EXCL.JK,-0.01538461538461533,2678.0,2624.44,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36104,2022-06-13,2223.2919921875,2410.0,2500.0,2390.0,2500.0,40408400,EXCL.JK,-0.05859375,2649.0,2596.02,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36105,2022-06-14,2250.9677734375,2440.0,2470.0,2390.0,2410.0,23564400,EXCL.JK,0.012448132780082943,2631.5,2578.87,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36106,2022-06-15,2223.2919921875,2410.0,2460.0,2340.0,2440.0,33293500,EXCL.JK,-0.012295081967213073,2609.5,2557.31,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36107,2022-06-16,2195.615966796875,2380.0,2470.0,2380.0,2470.0,20872600,EXCL.JK,-0.012448132780082943,2589.0,2537.22,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36108,2022-06-17,2149.48974609375,2330.0,2370.0,2250.0,2350.0,47456300,EXCL.JK,-0.021008403361344574,2570.0,2518.6,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36109,2022-06-20,2140.2646484375,2320.0,2330.0,2230.0,2330.0,31233700,EXCL.JK,-0.0042918454935622075,2553.0,2501.94,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36110,2022-06-21,2306.319580078125,2500.0,2520.0,2330.0,2330.0,52556300,EXCL.JK,0.07758620689655182,2543.5,2492.63,0,Stop Loss,0.0,0.9782947163929759,False,False,,,,None
36111,2022-06-22,2287.869140625,2480.0,2510.0,2430.0,2500.0,25184700,EXCL.JK,-0.008000000000000007,2537.5,2486.75,0,Stop Loss,-0.0,0.9782947163929759,False,False,,,,None
36112,2022-06-23,2463.149169921875,2670.0,2670.0,2500.0,2500.0,63068800,EXCL.JK,0.0766129032258065,2541.0,2490.18,0,Reset,0.0,0.9782947163929759,False,False,,,,None
