,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
485,2022-01-28,7023.0224609375,7775.0,7825.0,7700.0,7800.0,70595000,BBCA.JK,-0.0032051282051281937,7676.25,7522.724999999999,0,,,False,False,,,,None
486,2022-01-31,6887.53125,7625.0,7775.0,7625.0,7775.0,68122000,BBCA.JK,-0.019292604501607746,7691.25,7537.425,0,-0.0,1.0,False,False,,,,None
487,2022-02-02,7045.60546875,7800.0,7800.0,7675.0,7775.0,65308100,BBCA.JK,0.022950819672131084,7711.25,7557.025,0,0.0,1.0,False,False,,,,None
488,2022-02-03,6977.85888671875,7725.0,7825.0,7700.0,7800.0,35100600,BBCA.JK,-0.009615384615384581,7725.0,7570.5,0,-0.0,1.0,False,False,,,,None
489,2022-02-04,6977.85888671875,7725.0,7800.0,7700.0,7750.0,39324700,BBCA.JK,0.0,7737.5,7582.75,0,0.0,1.0,False,False,,,,None
490,2022-02-07,7045.60546875,7800.0,7800.0,7700.0,7775.0,56813200,BBCA.JK,0.009708737864077666,7745.0,7590.099999999999,0,0.0,1.0,False,False,,,,None
491,2022-02-08,6977.85888671875,7725.0,7850.0,7725.0,7750.0,61883100,BBCA.JK,-0.009615384615384581,7751.25,7596.224999999999,0,-0.0,1.0,False,False,,,,None
492,2022-02-09,7181.09716796875,7950.0,7950.0,7800.0,7850.0,108922200,BBCA.JK,0.029126213592232997,7763.75,7608.474999999999,0,0.0,1.0,False,False,,,,None
493,2022-02-10,7000.44091796875,7750.0,7950.0,7750.0,7950.0,93277000,BBCA.JK,-0.02515723270440251,7766.25,7610.925,0,-0.0,1.0,False,False,,,,None
494,2022-02-11,7068.1875,7825.0,7825.0,7650.0,7675.0,71968800,BBCA.JK,0.00967741935483879,7772.5,7617.05,0,0.0,1.0,False,False,,,,None
495,2022-02-14,6955.27685546875,7700.0,7775.0,7700.0,7750.0,57710700,BBCA.JK,-0.015974440894568676,7765.0,7609.7,0,-0.0,1.0,False,False,,,,None
496,2022-02-15,7113.3515625,7875.0,7875.0,7725.0,7750.0,55617000,BBCA.JK,0.022727272727272707,7771.25,7615.825,0,0.0,1.0,False,False,,,,None
497,2022-02-16,7203.6796875,7975.0,7975.0,7825.0,7850.0,77055100,BBCA.JK,0.012698412698412653,7786.25,7630.525,0,0.0,1.0,False,False,,,,None
498,2022-02-17,7135.93408203125,7900.0,7925.0,7800.0,7850.0,48704600,BBCA.JK,-0.009404388714733591,7797.5,7641.55,0,-0.0,1.0,False,False,,,,None
499,2022-02-18,7158.51611328125,7925.0,7950.0,7850.0,7950.0,56813400,BBCA.JK,0.0031645569620253333,7805.0,7648.9,0,0.0,1.0,False,False,,,,None
500,2022-02-21,7181.09716796875,7950.0,7975.0,7900.0,7925.0,43821700,BBCA.JK,0.003154574132492094,7805.0,7648.9,0,0.0,1.0,False,False,,,,None
501,2022-02-22,7135.93408203125,7900.0,7950.0,7850.0,7900.0,80095500,BBCA.JK,-0.0062893081761006275,7810.0,7653.8,0,-0.0,1.0,False,False,,,,None
502,2022-02-23,7271.42529296875,8050.0,8100.0,7875.0,7900.0,99240300,BBCA.JK,0.018987341772152,7823.75,7667.275,0,0.0,1.0,False,False,,,,None
503,2022-02-24,7226.26171875,8000.0,8150.0,7925.0,8125.0,124947700,BBCA.JK,-0.006211180124223614,7838.75,7681.974999999999,0,-0.0,1.0,False,False,,,,None
504,2022-02-25,7271.42529296875,8050.0,8175.0,7925.0,7950.0,135899900,BBCA.JK,0.006250000000000089,7851.25,7694.224999999999,0,0.0,1.0,False,False,,,,None
505,2022-03-01,7271.42529296875,8050.0,8175.0,8000.0,8000.0,136616800,BBCA.JK,0.0,7865.0,7707.7,0,0.0,1.0,False,False,,,,None
506,2022-03-02,7203.6796875,7975.0,8225.0,7975.0,8225.0,100301000,BBCA.JK,-0.009316770186335366,7882.5,7724.849999999999,0,-0.0,1.0,False,False,,,,None
507,2022-03-04,7135.93408203125,7900.0,8025.0,7900.0,7975.0,132983400,BBCA.JK,-0.009404388714733591,7887.5,7729.75,0,-0.0,1.0,False,False,,,,None
508,2022-03-07,6955.27685546875,7700.0,7850.0,7700.0,7800.0,130990900,BBCA.JK,-0.025316455696202556,7886.25,7728.525,1,-0.0,1.0,True,False,0.02922077922077926,2022-03-10,7925.0,Win
509,2022-03-08,6910.1123046875,7650.0,7850.0,7650.0,7700.0,119256500,BBCA.JK,-0.00649350649350644,7882.5,7724.849999999999,1,-0.00649350649350644,0.9935064935064936,False,False,,,,None
510,2022-03-09,7090.76953125,7850.0,7950.0,7650.0,7700.0,132814500,BBCA.JK,0.02614379084967311,7885.0,7727.3,1,0.02614379084967311,1.0194805194805194,False,False,,,,None
