,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
6372,2022-01-28,3002.56005859375,3825.0,3825.0,3775.0,3812.5,121145200,BMRI.JK,0.013245033112582849,3600.0,3528.0,0,,,False,False,,,,None
6373,2022-01-31,2933.874267578125,3737.5,3887.5,3725.0,3887.5,101700800,BMRI.JK,-0.022875816993464082,3610.625,3538.4125,0,-0.0,1.0,False,False,,,,None
6374,2022-02-02,2933.874267578125,3737.5,3762.5,3725.0,3762.5,68769000,BMRI.JK,0.0,3618.125,3545.7625,0,0.0,1.0,False,False,,,,None
6375,2022-02-03,2933.874267578125,3737.5,3737.5,3675.0,3737.5,60204000,BMRI.JK,0.0,3629.375,3556.7875,0,0.0,1.0,False,False,,,,None
6376,2022-02-04,2933.874267578125,3737.5,3762.5,3700.0,3725.0,36629400,BMRI.JK,0.0,3640.625,3567.8125,0,0.0,1.0,False,False,,,,None
6377,2022-02-07,2943.6865234375,3750.0,3825.0,3737.5,3825.0,68867800,BMRI.JK,0.0033444816053511683,3651.875,3578.8375,0,0.0,1.0,False,False,,,,None
6378,2022-02-08,2992.747802734375,3812.5,3862.5,3775.0,3800.0,158581800,BMRI.JK,0.016666666666666607,3666.25,3592.9249999999997,0,0.0,1.0,False,False,,,,None
6379,2022-02-09,3012.372802734375,3837.5,3862.5,3800.0,3850.0,107360800,BMRI.JK,0.006557377049180246,3681.875,3608.2374999999997,0,0.0,1.0,False,False,,,,None
6380,2022-02-10,3031.9970703125,3862.5,3875.0,3825.0,3850.0,107679400,BMRI.JK,0.006514657980456029,3696.25,3622.325,0,0.0,1.0,False,False,,,,None
6381,2022-02-11,3031.9970703125,3862.5,3887.5,3825.0,3887.5,81582600,BMRI.JK,0.0,3711.25,3637.025,0,0.0,1.0,False,False,,,,None
6382,2022-02-14,3061.433837890625,3900.0,3900.0,3812.5,3850.0,76263200,BMRI.JK,0.009708737864077666,3726.875,3652.3375,0,0.0,1.0,False,False,,,,None
6383,2022-02-15,3100.682861328125,3950.0,3950.0,3837.5,3900.0,67804400,BMRI.JK,0.012820512820512775,3744.375,3669.4874999999997,0,0.0,1.0,False,False,,,,None
6384,2022-02-16,3081.05859375,3925.0,3962.5,3875.0,3962.5,74785000,BMRI.JK,-0.006329113924050667,3759.375,3684.1875,0,-0.0,1.0,False,False,,,,None
6385,2022-02-17,3081.05859375,3925.0,3937.5,3837.5,3937.5,103038800,BMRI.JK,0.0,3780.0,3704.4,0,0.0,1.0,False,False,,,,None
6386,2022-02-18,3081.05859375,3925.0,3975.0,3875.0,3912.5,81303200,BMRI.JK,0.0,3796.875,3720.9375,0,0.0,1.0,False,False,,,,None
6387,2022-02-21,3081.05859375,3925.0,3962.5,3925.0,3925.0,31720800,BMRI.JK,0.0,3810.625,3734.4125,0,0.0,1.0,False,False,,,,None
6388,2022-02-22,3090.87060546875,3937.5,3950.0,3887.5,3912.5,69476600,BMRI.JK,0.0031847133757962887,3825.625,3749.1124999999997,0,0.0,1.0,False,False,,,,None
6389,2022-02-23,3090.87060546875,3937.5,3975.0,3912.5,3962.5,85991000,BMRI.JK,0.0,3841.875,3765.0375,0,0.0,1.0,False,False,,,,None
