,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
3164,2022-01-28,2134.424072265625,2143.75,2143.75,2100.0,2100.0,10751200,TPIA.JK,0.02083333333333326,1921.5625,1883.13125,0,,,False,False,,,,None
3165,2022-01-31,2196.65234375,2206.25,2206.25,2156.25,2156.25,18057600,TPIA.JK,0.029154518950437414,1941.25,1902.425,0,0.0,1.0,False,False,,,,None
3166,2022-02-02,2265.10302734375,2275.0,2275.0,2200.0,2206.25,30869200,TPIA.JK,0.031161473087818692,1964.6875,1925.39375,0,0.0,1.0,False,False,,,,None
3167,2022-02-03,2314.88525390625,2325.0,2325.0,2250.0,2275.0,22569200,TPIA.JK,0.0219780219780219,1990.0,1950.2,0,0.0,1.0,False,False,,,,None
3168,2022-02-04,2395.78173828125,2406.25,2406.25,2325.0,2325.0,25556400,TPIA.JK,0.034946236559139754,2020.3125,1979.90625,0,0.0,1.0,False,False,,,,None
3169,2022-02-07,2482.9013671875,2493.75,2500.0,2412.5,2412.5,45010000,TPIA.JK,0.036363636363636376,2054.375,2013.2875,0,0.0,1.0,False,False,,,,None
3170,2022-02-08,2538.906494140625,2550.0,2556.25,2500.0,2500.0,25408400,TPIA.JK,0.022556390977443552,2090.0,2048.2,0,0.0,1.0,False,False,,,,None
3171,2022-02-09,2626.026123046875,2637.5,2650.0,2556.25,2562.5,40539600,TPIA.JK,0.03431372549019618,2130.9375,2088.31875,0,0.0,1.0,False,False,,,,None
3172,2022-02-10,2682.03125,2693.75,2693.75,2643.75,2650.0,30656000,TPIA.JK,0.021327014218009532,2171.5625,2128.13125,0,0.0,1.0,False,False,,,,None
3173,2022-02-11,2495.34716796875,2506.25,2700.0,2506.25,2700.0,71722000,TPIA.JK,-0.06960556844547561,2202.5,2158.45,0,-0.0,1.0,False,False,,,,None
3174,2022-02-14,2339.77685546875,2350.0,2443.75,2331.25,2437.5,46788400,TPIA.JK,-0.06234413965087282,2226.25,2181.725,0,-0.0,1.0,False,False,,,,None
3175,2022-02-15,2420.67333984375,2431.25,2450.0,2325.0,2325.0,23063200,TPIA.JK,0.034574468085106336,2254.0625,2208.98125,0,0.0,1.0,False,False,,,,None
3176,2022-02-16,2439.341796875,2450.0,2500.0,2437.5,2456.25,14404000,TPIA.JK,0.007712082262210762,2280.625,2235.0125,0,0.0,1.0,False,False,,,,None
3177,2022-02-17,2352.222412109375,2362.5,2462.5,2362.5,2450.0,13937200,TPIA.JK,-0.0357142857142857,2302.5,2256.45,0,-0.0,1.0,False,False,,,,None
3178,2022-02-18,2364.667724609375,2375.0,2375.0,2325.0,2356.25,11495200,TPIA.JK,0.005291005291005346,2322.8125,2276.35625,0,0.0,1.0,False,False,,,,None
3179,2022-02-21,2339.77685546875,2350.0,2375.0,2337.5,2362.5,12885200,TPIA.JK,-0.010526315789473717,2339.6875,2292.89375,0,-0.0,1.0,False,False,,,,None
3180,2022-02-22,2308.662841796875,2318.75,2350.0,2281.25,2350.0,17116400,TPIA.JK,-0.013297872340425565,2354.375,2307.2875,0,-0.0,1.0,False,False,,,,None
3181,2022-02-23,2314.88525390625,2325.0,2350.0,2312.5,2318.75,13319200,TPIA.JK,0.0026954177897573484,2368.75,2321.375,0,0.0,1.0,False,False,,,,None
3182,2022-02-24,2221.543212890625,2231.25,2325.0,2218.75,2325.0,20768000,TPIA.JK,-0.040322580645161255,2376.5625,2329.03125,1,-0.0,1.0,True,False,0.07002801120448199,2022-03-16,2387.5,Win
3183,2022-02-25,2246.434814453125,2256.25,2306.25,2243.75,2243.75,16769200,TPIA.JK,0.011204481792717047,2384.375,2336.6875,1,0.011204481792717047,1.011204481792717,False,False,,,,None
3184,2022-03-01,2314.88525390625,2325.0,2337.5,2262.5,2262.5,17273200,TPIA.JK,0.030470914127423754,2393.4375,2345.56875,1,0.030470914127423754,1.042016806722689,False,False,,,,None
3185,2022-03-02,2258.880126953125,2268.75,2331.25,2268.75,2312.5,12085600,TPIA.JK,-0.024193548387096753,2396.5625,2348.63125,1,-0.024193548387096753,1.0168067226890756,False,False,,,,None
3186,2022-03-04,2227.76611328125,2237.5,2287.5,2237.5,2268.75,13588000,TPIA.JK,-0.01377410468319562,2394.6875,2346.79375,1,-0.01377410468319562,1.0028011204481793,False,False,,,,None
3187,2022-03-07,2128.200927734375,2137.5,2237.5,2125.0,2231.25,20294400,TPIA.JK,-0.04469273743016755,2385.3125,2337.60625,1,-0.04469273743016755,0.957983193277311,False,False,,,,None
3188,2022-03-08,2065.97314453125,2075.0,2150.0,2062.5,2137.5,16268800,TPIA.JK,-0.0292397660818714,2368.75,2321.375,1,-0.0292397660818714,0.9299719887955182,False,False,,,,None
3189,2022-03-09,2121.978271484375,2131.25,2137.5,2056.25,2075.0,18871200,TPIA.JK,0.027108433734939652,2350.625,2303.6125,1,0.027108433734939652,0.9551820728291316,False,False,,,,None
3190,2022-03-10,2190.42919921875,2200.0,2200.0,2137.5,2156.25,14968000,TPIA.JK,0.032258064516129004,2333.125,2286.4625,1,0.032258064516129004,0.9859943977591036,False,False,,,,None
3191,2022-03-11,2196.65234375,2206.25,2218.75,2181.25,2200.0,12362400,TPIA.JK,0.0028409090909091717,2311.5625,2265.33125,1,0.0028409090909091717,0.988795518207283,False,False,,,,None
3192,2022-03-14,2227.76611328125,2237.5,2243.75,2200.0,2206.25,14855200,TPIA.JK,0.014164305949008416,2288.75,2242.975,1,0.014164305949008416,1.0028011204481793,False,False,,,,None
3193,2022-03-15,2252.657470703125,2262.5,2268.75,2243.75,2250.0,16360800,TPIA.JK,0.011173184357541999,2276.5625,2231.03125,1,0.011173184357541999,1.0140056022408965,False,False,,,,None
3194,2022-03-16,2377.113525390625,2387.5,2387.5,2275.0,2281.25,34512400,TPIA.JK,0.05524861878453047,2278.4375,2232.86875,0,0.05524861878453047,1.070028011204482,False,True,,,,None
3195,2022-03-17,2333.553955078125,2343.75,2412.5,2343.75,2400.0,23387200,TPIA.JK,-0.01832460732984298,2274.0625,2228.58125,0,-0.0,1.070028011204482,False,False,,,,None
3196,2022-03-18,2358.4453125,2368.75,2368.75,2343.75,2350.0,7731600,TPIA.JK,0.010666666666666602,2270.0,2224.6,0,0.0,1.070028011204482,False,False,,,,None
3197,2022-03-21,2383.336669921875,2393.75,2400.0,2375.0,2381.25,7938400,TPIA.JK,0.01055408970976246,2271.5625,2226.13125,0,0.0,1.070028011204482,False,False,,,,None
3198,2022-03-22,2370.890625,2381.25,2412.5,2381.25,2406.25,6474800,TPIA.JK,-0.005221932114882533,2271.875,2226.4375,0,-0.0,1.070028011204482,False,False,,,,None
3199,2022-03-23,2383.336669921875,2393.75,2406.25,2381.25,2387.5,10799600,TPIA.JK,0.005249343832020914,2274.0625,2228.58125,0,0.0,1.070028011204482,False,False,,,,None
3200,2022-03-24,2377.113525390625,2387.5,2406.25,2381.25,2393.75,11683200,TPIA.JK,-0.0026109660574412663,2277.5,2231.95,0,-0.0,1.070028011204482,False,False,,,,None
3201,2022-03-25,2364.667724609375,2375.0,2393.75,2375.0,2393.75,10634800,TPIA.JK,-0.005235602094240788,2280.0,2234.4,0,-0.0,1.070028011204482,False,False,,,,None
3202,2022-03-28,2414.450439453125,2425.0,2431.25,2381.25,2381.25,10883600,TPIA.JK,0.021052631578947434,2289.6875,2243.89375,0,0.0,1.070028011204482,False,False,,,,None
3203,2022-03-29,2470.455810546875,2481.25,2481.25,2437.5,2437.5,23825200,TPIA.JK,0.02319587628865971,2300.9375,2254.91875,0,0.0,1.070028011204482,False,False,,,,None
3204,2022-03-30,2489.1240234375,2500.0,2500.0,2481.25,2487.5,19318800,TPIA.JK,0.007556675062972307,2309.6875,2263.49375,0,0.0,1.070028011204482,False,False,,,,None
