,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
13280,2022-01-28,3218.3486328125,3220.0,3220.0,3190.0,3190.0,3800,DNET.JK,0.0,3233.5,3168.83,0,,,False,False,,,,None
13281,2022-01-31,3248.333251953125,3250.0,3250.0,3170.0,3170.0,37700,DNET.JK,0.009316770186335477,3232.0,3167.36,0,0.0,1.0,False,False,,,,None
13282,2022-02-02,3208.353759765625,3210.0,3250.0,3200.0,3250.0,39100,DNET.JK,-0.012307692307692353,3230.0,3165.4,0,-0.0,1.0,False,False,,,,None
13283,2022-02-03,3218.3486328125,3220.0,3220.0,3190.0,3190.0,7800,DNET.JK,0.0031152647975076775,3229.0,3164.42,0,0.0,1.0,False,False,,,,None
13284,2022-02-04,3218.3486328125,3220.0,3220.0,3210.0,3220.0,3700,DNET.JK,0.0,3228.0,3163.44,0,0.0,1.0,False,False,,,,None
13285,2022-02-07,3218.3486328125,3220.0,3220.0,3190.0,3220.0,3800,DNET.JK,0.0,3226.0,3161.48,0,0.0,1.0,False,False,,,,None
13286,2022-02-08,3258.328125,3260.0,3260.0,3200.0,3200.0,3800,DNET.JK,0.012422360248447228,3226.5,3161.97,0,0.0,1.0,False,False,,,,None
13287,2022-02-09,3238.33837890625,3240.0,3260.0,3200.0,3260.0,4600,DNET.JK,-0.006134969325153339,3227.0,3162.46,0,-0.0,1.0,False,False,,,,None
13288,2022-02-10,3238.33837890625,3240.0,3250.0,3200.0,3250.0,28700,DNET.JK,0.0,3228.0,3163.44,0,0.0,1.0,False,False,,,,None
13289,2022-02-11,3238.33837890625,3240.0,3240.0,3200.0,3230.0,4200,DNET.JK,0.0,3228.0,3163.44,0,0.0,1.0,False,False,,,,None
13290,2022-02-14,3228.343505859375,3230.0,3240.0,3200.0,3240.0,8600,DNET.JK,-0.0030864197530864335,3227.5,3162.95,0,-0.0,1.0,False,False,,,,None
13291,2022-02-15,3218.3486328125,3220.0,3220.0,3190.0,3200.0,7500,DNET.JK,-0.003095975232198178,3228.5,3163.93,0,-0.0,1.0,False,False,,,,None
13292,2022-02-16,3208.353759765625,3210.0,3220.0,3200.0,3220.0,5100,DNET.JK,-0.0031055900621117516,3228.0,3163.44,0,-0.0,1.0,False,False,,,,None
13293,2022-02-17,3218.3486328125,3220.0,3220.0,3200.0,3210.0,8200,DNET.JK,0.0031152647975076775,3227.5,3162.95,0,0.0,1.0,False,False,,,,None
13294,2022-02-18,3208.353759765625,3210.0,3210.0,3190.0,3200.0,22100,DNET.JK,-0.0031055900621117516,3226.5,3161.97,0,-0.0,1.0,False,False,,,,None
13295,2022-02-21,3208.353759765625,3210.0,3210.0,3190.0,3210.0,2900,DNET.JK,0.0,3225.5,3160.99,0,0.0,1.0,False,False,,,,None
