,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,MiddleBand,UpperBand,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
24822,2022-01-28,5459.6904296875,6375.0,6425.0,6325.0,6400.0,5353300,INDF.JK,-0.0077821011673151474,6412.5,,,,0,,,False,False,,,,None
24823,2022-01-31,5416.869140625,6325.0,6450.0,6325.0,6350.0,4971500,INDF.JK,-0.007843137254901933,6416.25,,,,0,-0.0,1.0,False,False,,,,None
24824,2022-02-02,5481.10107421875,6400.0,6400.0,6325.0,6325.0,3565700,INDF.JK,0.011857707509881354,6422.5,,,,0,0.0,1.0,False,False,,,,None
24825,2022-02-03,5502.51123046875,6425.0,6425.0,6350.0,6400.0,2665200,INDF.JK,0.00390625,6432.5,,,,0,0.0,1.0,False,False,,,,None
24826,2022-02-04,5502.51123046875,6425.0,6475.0,6350.0,6425.0,3232400,INDF.JK,0.0,6438.75,,,,0,0.0,1.0,False,False,,,,None
24827,2022-02-07,5545.33251953125,6475.0,6475.0,6400.0,6425.0,5443600,INDF.JK,0.0077821011673151474,6441.25,,,,0,0.0,1.0,False,False,,,,None
24828,2022-02-08,5459.6904296875,6375.0,6475.0,6375.0,6450.0,5007900,INDF.JK,-0.015444015444015413,6440.0,,,,0,-0.0,1.0,False,False,,,,None
24829,2022-02-09,5438.27978515625,6350.0,6425.0,6325.0,6425.0,8939600,INDF.JK,-0.0039215686274509665,6431.25,,,,0,-0.0,1.0,False,False,,,,None
24830,2022-02-10,5416.869140625,6325.0,6400.0,6300.0,6350.0,8112700,INDF.JK,-0.003937007874015741,6417.5,,,,0,-0.0,1.0,False,False,,,,None
24831,2022-02-11,5438.27978515625,6350.0,6350.0,6300.0,6325.0,7515200,INDF.JK,0.0039525691699604515,6405.0,,,,0,0.0,1.0,False,False,,,,None
24832,2022-02-14,5438.27978515625,6350.0,6350.0,6250.0,6325.0,4262800,INDF.JK,0.0,6397.5,,,,0,0.0,1.0,False,False,,,,None
24833,2022-02-15,5459.6904296875,6375.0,6375.0,6300.0,6350.0,5152400,INDF.JK,0.003937007874015741,6392.5,,,,0,0.0,1.0,False,False,,,,None
24834,2022-02-16,5395.45849609375,6300.0,6375.0,6300.0,6375.0,6400300,INDF.JK,-0.0117647058823529,6386.25,,,,0,-0.0,1.0,False,False,,,,None
24835,2022-02-17,5459.6904296875,6375.0,6375.0,6300.0,6325.0,3840500,INDF.JK,0.011904761904761862,6383.75,,,,0,0.0,1.0,False,False,,,,None
24836,2022-02-18,5459.6904296875,6375.0,6400.0,6350.0,6375.0,6763400,INDF.JK,0.0,6385.0,,,,0,0.0,1.0,False,False,,,,None
24837,2022-02-21,5374.04833984375,6275.0,6375.0,6275.0,6375.0,8706200,INDF.JK,-0.015686274509803977,6375.0,,,,0,-0.0,1.0,False,False,,,,None
24838,2022-02-22,5481.10107421875,6400.0,6400.0,6275.0,6275.0,7470200,INDF.JK,0.019920318725099584,6375.0,,,,0,0.0,1.0,False,False,,,,None
24839,2022-02-23,5481.10107421875,6400.0,6425.0,6300.0,6400.0,6864000,INDF.JK,0.0,6377.5,,,,0,0.0,1.0,False,False,,,,None
24840,2022-02-24,5416.869140625,6325.0,6400.0,6250.0,6375.0,8360500,INDF.JK,-0.01171875,6371.25,,,,0,-0.0,1.0,False,False,,,,None
24841,2022-02-25,5309.81689453125,6200.0,6350.0,6200.0,6300.0,24140700,INDF.JK,-0.01976284584980237,6360.0,6360.0,6479.648608323224,6240.351391676776,1,-0.0,1.0,True,False,-0.024193548387096864,2022-04-01,6050.0,Loss
24842,2022-03-01,5288.40576171875,6175.0,6275.0,6175.0,6225.0,15672200,INDF.JK,-0.0040322580645161255,6350.0,6350.0,6495.095250022003,6204.904749977997,1,-0.0040322580645161255,0.9959677419354839,False,False,,,,None
24843,2022-03-02,5309.81689453125,6200.0,6250.0,6100.0,6175.0,14053900,INDF.JK,0.004048582995951344,6343.75,6343.75,6503.416593414627,6184.083406585373,1,0.004048582995951344,0.9999999999999999,False,False,,,,None
24844,2022-03-04,5202.763671875,6075.0,6200.0,6050.0,6150.0,14789200,INDF.JK,-0.020161290322580627,6327.5,6327.5,6524.784192553734,6130.215807446266,1,-0.020161290322580627,0.9798387096774193,False,False,,,,None
24845,2022-03-07,4903.01611328125,5725.0,6050.0,5725.0,6050.0,35629100,INDF.JK,-0.057613168724279795,6292.5,6292.5,6621.413682485718,5963.586317514282,1,-0.057613168724279795,0.9233870967741935,False,False,,,,None
24846,2022-03-08,5074.30029296875,5925.0,6000.0,5725.0,5750.0,20442800,INDF.JK,0.03493449781659397,6267.5,6267.5,6628.4563321015585,5906.5436678984415,1,0.03493449781659397,0.9556451612903226,False,False,,,,None
24847,2022-03-09,5095.7109375,5950.0,6000.0,5925.0,5975.0,8867300,INDF.JK,0.00421940928270037,6241.25,6241.25,6614.808633458763,5867.691366541237,1,0.00421940928270037,0.9596774193548387,False,False,,,,None
