,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,MiddleBand,UpperBand,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
8158,2022-01-28,119.97509765625,120.06875610351562,125.39724731445312,119.35829162597656,119.35829162597656,1161209,PANI.JK,0.021148055856697212,127.88388175964356,,,,0,,,False,False,,,,None
8159,2022-01-31,125.29943084716795,125.39724731445312,125.39724731445312,117.9373550415039,120.06875610351562,153420,PANI.JK,0.04437866588993078,126.51623497009277,,,,0,0.0,1.0,False,False,,,,None
8160,2022-02-02,121.74986267089844,121.84491729736328,129.3048095703125,119.7135238647461,125.75247955322266,1211880,PANI.JK,-0.028328612415086107,125.50382080078126,,,,0,-0.0,1.0,False,False,,,,None
8161,2022-02-03,122.10482025146484,122.2001495361328,127.88388061523438,116.16119384765624,121.84491729736328,1448345,PANI.JK,0.002915445688247864,125.006494140625,,,,0,0.0,1.0,False,False,,,,None
8162,2022-02-04,124.23456573486328,124.33155059814452,127.52864837646484,118.29258728027344,122.2001495361328,1674956,PANI.JK,0.017441885874137197,124.65126152038575,,,,0,0.0,1.0,False,False,,,,None
8163,2022-02-07,123.52465057373048,123.62108612060548,128.23912048339844,120.06875610351562,120.06875610351562,910669,PANI.JK,-0.005714273441625006,124.38483657836915,,,,0,-0.0,1.0,False,False,,,,None
8164,2022-02-08,124.58951568603516,124.68678283691406,127.52864837646484,122.2001495361328,122.2001495361328,962748,PANI.JK,0.008620671033976235,123.86974868774413,,,,0,0.0,1.0,False,False,,,,None
8165,2022-02-09,123.16969299316406,123.26585388183594,128.23912048339844,123.26585388183594,124.68678283691406,249132,PANI.JK,-0.011395986990350493,123.69213218688965,,,,0,-0.0,1.0,False,False,,,,None
8166,2022-02-10,126.71925354003906,126.81818389892578,127.17341613769533,121.13445281982422,124.33155059814452,1345595,PANI.JK,0.028818443268929572,123.69213218688965,,,,0,0.0,1.0,False,False,,,,None
8167,2022-02-11,127.78411865234376,127.88388061523438,132.1466827392578,123.62108612060548,123.62108612060548,2026838,PANI.JK,0.008403343144843811,123.74541702270508,,,,0,0.0,1.0,False,False,,,,None
8168,2022-02-14,127.78411865234376,127.88388061523438,131.0809783935547,124.33155059814452,127.52864837646484,1555317,PANI.JK,0.0,123.69213180541992,,,,0,0.0,1.0,False,False,,,,None
8169,2022-02-15,127.78411865234376,127.88388061523438,130.72573852539062,126.81818389892578,130.72573852539062,796660,PANI.JK,0.0,123.5322769165039,,,,0,0.0,1.0,False,False,,,,None
8170,2022-02-16,128.1390838623047,128.23912048339844,130.37051391601562,125.75247955322266,127.17341613769533,2945953,PANI.JK,0.002777831470667236,123.33689880371094,,,,0,0.0,1.0,False,False,,,,None
8171,2022-02-17,128.4940185546875,128.59434509277344,131.0809783935547,127.88388061523438,128.23912048339844,565825,PANI.JK,0.0027700175113176684,123.39018363952637,,,,0,0.0,1.0,False,False,,,,None
8172,2022-02-18,160.44007873535156,160.56532287597656,160.56532287597656,133.56761169433594,133.56761169433594,8364932,PANI.JK,0.248618846809616,125.27291870117188,,,,0,0.0,1.0,False,False,,,,None
8173,2022-02-21,200.1951141357422,200.35140991210935,200.35140991210935,170.5118408203125,171.93276977539062,3535707,PANI.JK,0.24778754418140614,129.2692897796631,,,,0,0.0,1.0,False,False,,,,None
8174,2022-02-22,249.88894653320312,250.0840301513672,250.0840301513672,216.69212341308597,225.92819213867188,41070226,PANI.JK,0.24822695413560947,135.75229187011718,,,,0,0.0,1.0,False,False,,,,None
8175,2022-02-23,312.3611755371094,312.60504150390625,312.60504150390625,253.6363677978516,256.4782409667969,11782407,PANI.JK,0.2500000152536619,145.5567226409912,,,,0,0.0,1.0,False,False,,,,None
8176,2022-02-24,354.2459411621094,354.52252197265625,390.7563171386719,304.0794372558594,369.44232177734375,34905259,PANI.JK,0.13409086516036317,157.42150421142577,,,,0,0.0,1.0,False,False,,,,None
8177,2022-02-25,399.3253784179688,399.6371154785156,426.2796020507813,355.2330017089844,355.2330017089844,12811309,PANI.JK,0.12725452040347096,171.52425384521484,171.52425384521484,344.8507132871659,-1.8022055967362007,0,0.0,1.0,False,False,,,,None
8178,2022-03-01,399.3253784179688,399.6371154785156,399.6371154785156,399.6371154785156,399.6371154785156,0,PANI.JK,0.0,185.50267181396484,185.50267181396484,384.5423020092164,-13.536958381286752,0,0.0,1.0,False,False,,,,None
8179,2022-03-02,372.7036743164063,372.9946594238281,399.6371154785156,372.9946594238281,399.6371154785156,1462420,PANI.JK,-0.06666662084873298,197.8825424194336,197.8825424194336,411.4512360564802,-15.686151217612945,0,-0.0,1.0,False,False,,,,None
8180,2022-03-04,347.1468811035156,347.4178771972656,347.4178771972656,347.4178771972656,347.4178771972656,1712960,PANI.JK,-0.06857144353238576,209.16119041442872,209.16119041442872,429.53884506768316,-11.21646423882575,0,-0.0,1.0,False,False,,,,None
8181,2022-03-07,323.0098571777344,323.26202392578125,344.5760192871094,323.26202392578125,344.5760192871094,1128836,PANI.JK,-0.06952967839869839,219.21428413391112,219.21428413391112,441.2268297232008,-2.7982614553785368,0,-0.0,1.0,False,False,,,,None
8182,2022-03-08,301.0025939941406,301.2375793457031,301.94805908203125,301.2375793457031,301.94805908203125,278690,PANI.JK,-0.06813186501961266,228.05958557128906,228.05958557128906,448.24408241033007,7.875088732248059,0,-0.0,1.0,False,False,,,,None
8183,2022-03-09,280.4151611328125,280.6340637207031,355.2330017089844,280.6340637207031,291.2910461425781,15388491,PANI.JK,-0.06839623286626939,235.91023445129395,235.91023445129395,451.565798967674,20.254669934913863,0,-0.0,1.0,False,False,,,,None
